2.0196864E9,2.0196864E9,2.0196864E9,2.0209824E9,0.0,2.0196864E9,2,2.0209824E9,6.05,1.0
2.0196864E9,2.0196864E9,2.0196864E9,2.0209824E9,0.0,2.0196864E9,1,2.0209824E9,0.44,1.0
2.0196864E9,2.0196864E9,2.0196864E9,2.0209824E9,0.0,2.0196864E9,0,2.0209824E9,0.55,1.0
2.0196864E9,2.0196864E9,2.0196864E9,2.0209824E9,0.0,2.0196864E9,4,2.0209824E9,2.11,1.0
2.0196864E9,2.0196864E9,2.0196864E9,2.0209824E9,0.0,2.0196864E9,3,2.0209824E9,6.24,1.0
2.0196864E9,2.0196864E9,2.0196864E9,2.0210688E9,0.0,2.0196864E9,0,2.0210688E9,9.84,1.0
2.0196864E9,2.0196864E9,2.0196864E9,2.0210688E9,0.0,2.0196864E9,2,2.0210688E9,4.48,1.0
2.0196864E9,2.0196864E9,2.0196864E9,2.0210688E9,0.0,2.0196864E9,1,2.0210688E9,7.23,1.0
2.0196864E9,2.0196864E9,2.0196864E9,2.0210688E9,0.0,2.0196864E9,4,2.0210688E9,1.37,1.0
2.0196864E9,2.0196864E9,2.0196864E9,2.0210688E9,0.0,2.0196864E9,3,2.0210688E9,6.97,1.0
2.0196864E9,2.0196864E9,2.0196864E9,2.0211552E9,0.0,2.0196864E9,2,2.0211552E9,4.0,1.0
2.0196864E9,2.0196864E9,2.0196864E9,2.0211552E9,0.0,2.0196864E9,4,2.0211552E9,5.18,1.0
2.0196864E9,2.0196864E9,2.0196864E9,2.0211552E9,0.0,2.0196864E9,0,2.0211552E9,8.36,1.0
2.0196864E9,2.0196864E9,2.0196864E9,2.0211552E9,0.0,2.0196864E9,3,2.0211552E9,8.3,1.0
2.0196864E9,2.0196864E9,2.0196864E9,2.0211552E9,0.0,2.0196864E9,1,2.0211552E9,8.0,1.0
2.0196864E9,2.0196864E9,2.0196864E9,2.0212416E9,0.0,2.0196864E9,0,2.0212416E9,0.46,1.0
2.0196864E9,2.0196864E9,2.0196864E9,2.0212416E9,0.0,2.0196864E9,2,2.0212416E9,7.79,1.0
2.0196864E9,2.0196864E9,2.0196864E9,2.0212416E9,0.0,2.0196864E9,4,2.0212416E9,3.49,1.0
2.0196864E9,2.0196864E9,2.0196864E9,2.0212416E9,0.0,2.0196864E9,1,2.0212416E9,0.68,1.0
2.0196864E9,2.0196864E9,2.0196864E9,2.0212416E9,0.0,2.0196864E9,3,2.0212416E9,1.44,1.0
2.0196864E9,2.0196864E9,2.0196864E9,2.021328E9,0.0,2.0196864E9,0,2.021328E9,9.6,1.0
2.0196864E9,2.0196864E9,2.0196864E9,2.021328E9,0.0,2.0196864E9,2,2.021328E9,9.66,1.0
2.0196864E9,2.0196864E9,2.0196864E9,2.021328E9,0.0,2.0196864E9,3,2.021328E9,9.21,1.0
