2.0287872E9,3,18,93.75999999999999
2.0287872E9,4,6,84.87
2.0287872E9,1,10,77.38
2.0287872E9,4,7,84.87
2.0287872E9,2,15,77.94000000000001
2.0287872E9,1,12,77.38
2.0287872E9,1,11,77.38
2.0287872E9,3,16,93.75999999999999
2.0287872E9,0,9,66.03999999999999
2.0287872E9,0,8,66.03999999999999
2.0287872E9,1,14,77.38
2.0287872E9,1,13,77.38
2.0287872E9,4,5,84.87
2.0287872E9,3,17,93.75999999999999
2.0287944E9,2,15,77.94000000000001
2.0287944E9,3,18,93.75999999999999
2.0287944E9,3,17,93.75999999999999
2.0287944E9,4,6,84.87
2.0287944E9,4,7,84.87
2.0287944E9,3,16,93.75999999999999
2.0287944E9,1,10,77.38
2.0287944E9,4,5,84.87
2.0287944E9,1,14,77.38
2.0287944E9,1,12,77.38
2.0287944E9,1,13,77.38
2.0287944E9,1,11,77.38
2.0287944E9,0,9,66.03999999999999
2.0287944E9,0,8,66.03999999999999
2.0288016E9,0,8,66.03999999999999
2.0288016E9,0,9,66.03999999999999
2.0288016E9,1,10,77.38
2.0288016E9,4,5,84.87
2.0288016E9,3,17,93.75999999999999
2.0288016E9,3,16,93.75999999999999
2.0288016E9,2,15,77.94000000000001
2.0288016E9,1,14,77.38
2.0288016E9,4,7,84.87
2.0288016E9,3,18,93.75999999999999
2.0288016E9,4,6,84.87
2.0288016E9,1,13,77.38
2.0288016E9,1,11,77.38
2.0288016E9,1,12,77.38
2.0288088E9,4,7,84.87
2.0288088E9,3,18,93.75999999999999
2.0288088E9,4,5,84.87
2.0288088E9,3,17,93.75999999999999
2.0288088E9,3,16,93.75999999999999
2.0288088E9,2,15,77.94000000000001
2.0288088E9,1,14,77.38
2.0288088E9,1,13,77.38
2.0288088E9,4,6,84.87
2.0288088E9,1,12,77.38
2.0288088E9,1,11,77.38
2.0288088E9,1,10,77.38
2.0288088E9,0,9,66.03999999999999
2.0288088E9,0,8,66.03999999999999
2.028816E9,1,11,77.38
2.028816E9,0,9,66.03999999999999
2.028816E9,1,10,77.38
2.028816E9,1,14,77.38
2.028816E9,1,13,77.38
2.028816E9,0,8,66.03999999999999
2.028816E9,1,12,77.38
2.028816E9,4,7,84.87
2.028816E9,4,5,84.87
2.028816E9,3,18,93.75999999999999
2.028816E9,4,6,84.87
2.028816E9,3,17,93.75999999999999
2.028816E9,3,16,93.75999999999999
2.028816E9,2,15,77.94000000000001
2.0288232E9,4,7,84.87
2.0288232E9,3,18,93.75999999999999
2.0288232E9,3,17,93.75999999999999
2.0288232E9,4,5,84.87
2.0288232E9,3,16,93.75999999999999
2.0288232E9,2,15,77.94000000000001
2.0288232E9,1,13,77.38
2.0288232E9,1,12,77.38
2.0288232E9,1,11,77.38
2.0288232E9,4,6,84.87
2.0288232E9,1,10,77.38
2.0288232E9,0,9,66.03999999999999
2.0288232E9,0,8,66.03999999999999
2.0288232E9,1,14,77.38
2.0288304E9,4,7,84.87
2.0288304E9,4,6,84.87
2.0288304E9,4,5,84.87
2.0288304E9,3,17,93.75999999999999
2.0288304E9,3,16,93.75999999999999
2.0288304E9,2,15,77.94000000000001
2.0288304E9,1,14,77.38
2.0288304E9,1,13,77.38
2.0288304E9,1,12,77.38
2.0288304E9,3,18,93.75999999999999
2.0288304E9,1,11,77.38
2.0288304E9,1,10,77.38
2.0288304E9,0,9,66.03999999999999
2.0288304E9,0,8,66.03999999999999
2.0288376E9,4,7,84.87
2.0288376E9,4,5,84.87
2.0288376E9,3,18,93.75999999999999
2.0288376E9,3,17,93.75999999999999
2.0288376E9,3,16,93.75999999999999
2.0288376E9,2,15,77.94000000000001
2.0288376E9,1,14,77.38
2.0288376E9,1,13,77.38
2.0288376E9,1,12,77.38
2.0288376E9,1,11,77.38
2.0288376E9,1,10,77.38
2.0288376E9,4,6,84.87
2.0288376E9,0,9,66.03999999999999
2.0288376E9,0,8,66.03999999999999
2.0288448E9,4,7,84.87
2.0288448E9,4,6,84.87
2.0288448E9,4,5,84.87
2.0288448E9,3,17,93.75999999999999
2.0288448E9,3,16,93.75999999999999
2.0288448E9,2,15,77.94000000000001
2.0288448E9,1,14,77.38
2.0288448E9,1,13,77.38
2.0288448E9,1,12,77.38
2.0288448E9,3,18,93.75999999999999
2.0288448E9,1,11,77.38
2.0288448E9,1,10,77.38
2.0288448E9,0,9,66.03999999999999
